SUB_TYPE,FOLDER_NAME,EVENT_MONTH,EVENT_YEAR,AMPLIFIED_SOUND_DISTRICT,CALENDAR_YEAR_FOLDER_CREATED,CAPACITY,DECIBEL_LEVEL,END_HOURS_CONC_POUR_MON_SAT,END_HOURS_MOV_VEH_MON_SAT,END_HOURS_MOV_VEH_SUN,END_HOURS_NEAR_HOME_FRI_SAT,END_HOURS_NEAR_HOME_SUN_THUR,END_HOURS_NOT_NEAR_HOME,EXISTING_ZONING,EXPIRATION_DATE,IN_DATE,ISSUE_DATE,OMV_FRI_END_TIME,OMV_FRI_START_TIME,OMV_MON_END_TIME,OMV_MON_START_TIME,OMV_SAT_END_TIME,OMV_SAT_START_TIME,OMV_SUN_END_TIME,OMV_SUN_START_TIME,OMV_THU_END_TIME,OMV_THU_START_TIME,OMV_TUE_END_TIME,OMV_TUE_START_TIME,OMV_WED_END_TIME,OMV_WED_START_TIME,PROPERTYRSN,REST_51_PERCENT_FOOD_SALES,SQUARE_FOOTAGE,START_DATE,START_DATE_2,START_DATE_3,START_DATE_4,START_HOURS_CONC_POUR_MON_SAT,START_HOURS_MOV_VEH_MON_SAT,START_HOURS_MOV_VEH_SUN,START_HOURS_NEAR_HOME_FRI_SAT,START_HOURS_NEAR_HOME_SUN_THUR,START_HOURS_NOT_NEAR_HOME,STATUS,STREET_ADDRESS,ZIPCODE,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,LOCATION,PERMIT_NUMBER
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-02-14,2017-04-05,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,168741,No,9000,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2017-017607 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2018,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-02-26,2018-07-10,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,168741,No,9000,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2018-024399 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2019,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-06-28,2019-11-15,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,168741,No,9000,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2019-142548 SO
Outdoor Music Venue,Mean Eyed Cat,,,Other,2015,160,75,,,,,,,LI - LIMITED INDUSTRIAL SERVICES,,2015-12-07,2016-01-18,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,275000,No,2500,,,,,,,,,,,Expired,1621  5TH ST,78703,30.27452033,-97.76497295,9,"(30.27452033,-97.76497295)",2015-146256 SO
Outdoor Music Venue,Star Bar,,,Other,2015,129,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-12-08,2016-01-22,Midnight,10:00 a.m.,10:30 p.m.,10:00 a.m.,Midnight,10:00 a.m.,10:30 p.m.,10:00 a.m.,11:00 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,624416,No,2050,,,,,,,,,,,Expired,600  6TH ST,78701,30.26989978,-97.74855909,9,"(30.26989978,-97.74855909)",2015-146582 SO
Outdoor Music Venue,Stubbs Bar-B-Q,,,Other,2015,2200,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-12-07,2016-01-22,Midnight,10:00 a.m.,10:30 p.m.,10:00 a.m.,Midnight,10:00 a.m.,10:30 p.m.,10:00 a.m.,11:00 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,10:30 p.m .,10:00 a.m.,201242,No,16009,,,,,,,,,,,Expired,801  RED RIVER ST,78701,30.26859844,-97.73616058,9,"(30.26859844,-97.73616058)",2015-145998 SO
Advertising Sound Amplification,Qui NYE Event,DECEMBER,2015,Other,2015,,70,,,,,,11:00pm,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2015-12-31,2015-12-23,2015-12-30,,,,,,,,,,,,,,,402446,,,2015-12-31,,,,,,,,,8:00pm,Expired,1600  6TH ST,78702,30.26326498,-97.72624764,3,"(30.26326498,-97.72624764)",2015-152565 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2015,300,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-12-28,2016-01-25,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Expired,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2015-152949 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2017,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-01-27,2017-02-23,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Expired,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2017-010251 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2018,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-04-11,2018-07-03,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Expired,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2018-068183 SO
Outdoor Music Venue,Bijou Lounge,,,6th Street District,2020,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2020-01-14,2020-08-11,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,166826,No,1,,,,,,,,,,,Expired,415  6TH ST,78701,30.26668013,-97.73881034,9,"(30.26668013,-97.73881034)",2020-005705 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2020,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2020-01-14,2020-02-19,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Expired,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2020-005764 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2022,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2022-05-20,2022-06-21,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Expired,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2022-072770 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2023,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2023-10-18,2023-12-22,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Expired,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2023-135593 SO
Outdoor Music Venue,Voodoo Room,,,6th Street District,2024,See Load Card,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2024-11-12,2025-03-04,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,508665,No,2800,,,,,,,,,,,Approved,419  6TH ST,78701,30.26664758,-97.73869715,9,"(30.26664758,-97.73869715)",2024-150564 SO
Outdoor Music Venue,Iron Cactus,,,6th Street District,2015,404,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-12-29,2016-02-13,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,200804,Yes,8500,,,,,,,,,,,Expired,606  TRINITY ST,78701,30.2673498,-97.73941971,9,"(30.2673498,-97.73941971)",2015-153394 SO
Outdoor Music Venue,Whole Foods Market Lamar,,,Other,2015,600,70,,,,,,,DMU - DOWNTOWN MIXED USE,,2015-12-30,2016-03-10,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,427994,No,16000,,,,,,,,,,,Expired,525  LAMAR BLVD,78703,30.27056889,-97.75405771,9,"(30.27056889,-97.75405771)",2015-153830 SO
Advertising Sound Amplification,P&W On Congress Avenue 2016,MARCH,2016,Within 600 ft of Residential,2016,,75,,,,10:00pm,9:00pm,,CS - GENERAL COMMERCIAL,2016-03-19,2016-01-05,2016-03-14,,,,,,,,,,,,,,,3035906,,,2016-03-17,2016-03-18,2016-03-19,,,,,10:00am,6:00pm,,Expired,1511  CONGRESS AVE,78704,30.24826225,-97.74961663,9,"(30.24826225,-97.74961663)",2016-000854 SO
Private Sound Amplification,1511 S CONGRESS AVENUE,MARCH,2018,Within 600 ft of Residential,2018,,85,,,,8pm,,,CS-CO-NCCD-NP,2018-03-17,2018-03-08,2018-03-08,,,,,,,,,,,,,,,3035906,,,2018-03-17,,,,,,,11am,,,Expired,1511  CONGRESS AVE,78704,30.24826225,-97.74961663,9,"(30.24826225,-97.74961663)",2018-050632 SO
Advertising Sound Amplification,Jugueton,JANUARY,2016,Within 600 ft of Residential,2016,,85,,,,,3:00pm,,GR - COMMUNITY COMMERCIAL,2016-01-09,2016-01-06,2016-01-08,,,,,,,,,,,,,,,372435,,,2016-01-09,,,,,,,,Noon,,Expired,512  STASSNEY LN,78745,30.20824917,-97.7801262,3,"(30.20824917,-97.7801262)",2016-001451 SO
Advertising Sound Amplification,The Yard 2016,MARCH,2016,Within 600 ft of Residential,2016,,80,,,,8:00pm,8:00pm,,CS - GENERAL COMMERCIAL,2016-03-18,2016-01-22,2016-03-14,,,,,,,,,,,,,,,362996,,,2016-03-16,2016-03-17,2016-03-18,,,,,Noon,Noon,,Expired,902  CESAR CHAVEZ ST,78702,30.26111126,-97.73517387,3,"(30.26111126,-97.73517387)",2016-007369 SO
Outdoor Music Venue,Whisler's,,,Other,2016,182,85,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2016-01-13,2016-02-10,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,241529,No,2100,,,,,,,,,,,Expired,1816  6TH ST,78702,30.26202979,-97.72258671,3,"(30.26202979,-97.72258671)",2016-003846 SO
Outdoor Music Venue,Whisler's,,,Other,2017,See Approved Load Cards,85,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2017-02-16,2017-02-28,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,241529,No,2100,,,,,,,,,,,Expired,1816  6TH ST,78702,30.26202979,-97.72258671,3,"(30.26202979,-97.72258671)",2017-018680 SO
Outdoor Music Venue,Whisler's,,,Within 600 ft of Residential,2018,See Approved Load Cards,85,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2018-02-28,2018-03-28,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,241529,No,2100,,,,,,,,,,,Expired,1816  6TH ST,78702,30.26202979,-97.72258671,3,"(30.26202979,-97.72258671)",2018-026235 SO
Outdoor Music Venue,Shady Grove,,,Other,2016,See Approved Load Cards,85,,,,,,,CS - GENERAL COMMERCIAL,,2016-12-28,2017-03-06,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,10:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,665300,Yes,2770,,,,,,,,,,,Expired,1624  BARTON SPRINGS RD,78704,30.26278314,-97.76201546,9,"(30.26278314,-97.76201546)",2016-155980 SO
Advertising Sound Amplification,1405 WEBBERVILLE RD,DECEMBER,2017,Within 600 ft of Residential,2017,,85,,,,10PM,10PM,,LR-NP Neighborhood Commercial-Neighborhood Plan Combining district,2017-12-03,2017-11-03,2017-12-01,,,,,,,,,,,,,,,324080,,,2017-12-02,,,,,,,1PM,1PM,,Expired,1405  WEBBERVILLE RD,78721,30.27953806,-97.68224176,1,"(30.27953806,-97.68224176)",2017-139579 SO
Outdoor Music Venue,Palm Door on Sixth,,,6th Street District,2016,499,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-01-19,2016-02-26,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,159934,No,3025,,,,,,,,,,,Expired,508  6TH ST,78701,30.26698601,-97.73775335,9,"(30.26698601,-97.73775335)",2016-005632 SO
Outdoor Music Venue,The Dogwood Domain,,,Other,2017,See Approved Load Cards,85,,,,,,,MI - MAJOR INDUSTRY,,2017-04-05,2017-12-20,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,5119089,No,9500,,,,,,,,,,,Expired,11420  ROCK ROSE AVE,78758,30.40084563,-97.72311737,7,"(30.40084563,-97.72311737)",2017-039987 SO
Outdoor Music Venue,The Dogwood Domain,,,Other,2018,See Approved Load Cards,85,,,,,,,MI - MAJOR INDUSTRY,,2018-11-27,2018-12-21,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,5119089,No,9500,,,,,,,,,,,Expired,11420  ROCK ROSE AVE,78758,30.40084563,-97.72311737,7,"(30.40084563,-97.72311737)",2018-201111 SO
Outdoor Music Venue,The Dogwood Domain,,,Other,2019,See Approved Load Cards,80,,,,,,,MI - MAJOR INDUSTRY,,2019-10-21,2020-01-08,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,5119089,No,9500,,,,,,,,,,,Expired,11420  ROCK ROSE AVE,78758,30.40084563,-97.72311737,7,"(30.40084563,-97.72311737)",2019-210302 SO
Advertising Sound Amplification,Music Madness ATX,MARCH,2016,Other,2016,,70,,,,,,10:00pm,CS-1 - LIQUOR SALES,2016-03-19,2016-01-12,2016-03-09,,,,,,,,,,,,,,,664772,,,2016-03-16,2016-03-17,2016-03-18,2016-03-19,,,,,,2:00pm,Expired,306  BARTON SPRINGS RD,78704,30.2589742,-97.74808804,9,"(30.2589742,-97.74808804)",2016-003235 SO
Outdoor Music Venue,Jack & Gingers Irish Pub,,,Other,2017,See Approved Load Card,85,,,,,,,MI - MAJOR INDUSTRY,,2017-06-16,2018-02-16,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,5117161,No,4700,,,,,,,,,,,Expired,11500  ROCK ROSE AVE,78758,30.40120965,-97.72289492,7,"(30.40120965,-97.72289492)",2017-074121 SO
Outdoor Music Venue,Javelina,,,Other,2016,155,75,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-01-14,2016-03-07,Midnight,10:00am,10:30 p.m.,10:00am,Midnight,10:00am,10:30 p.m.,10:00am,11:00 p.m.,10:00am,10:30 p.m.,10:00am,10:30 p.m.,10:00am,93140,No,2150,,,,,,,,,,,Expired,69  RAINEY ST,78701,30.258046,-97.73876989,,"(30.258046,-97.73876989)",2016-004405 SO
Outdoor Music Venue,Whip In,,,Other,2016,36,70,,,,,,,GR - COMMUNITY COMMERCIAL,,2016-02-10,2016-03-18,10:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,8:00 p.m.,10:00 a.m.,753458,Yes,1560,,,,,,,,,,,Expired,1950 SB IH 35 SVRD,78704,30.23798453,-97.73942291,9,"(30.23798453,-97.73942291)",2016-014036 SO
Advertising Sound Amplification,Lone Star Jam,MAY,2016,Other,2016,,85,,,,,,11:00pm,LI - LIMITED INDUSTRIAL SERVICES,2016-05-08,2016-02-03,2016-04-22,,,,,,,,,,,,,,,319234,,,2016-05-07,2016-05-08,,,,,,,,Noon,Expired,5900 WB BEN WHITE BLVD SVRD,78741,30.2139613,-97.71702351,3,"(30.2139613,-97.71702351)",2016-011556 SO
Advertising Sound Amplification,Rachel Ray's Feedback House,MARCH,2016,Within 600 ft of Residential,2016,,75,,,,10:00pm,10:00pm,,CS - GENERAL COMMERCIAL,2016-03-19,2016-02-09,2016-03-04,,,,,,,,,,,,,,,362888,,,2016-03-17,2016-03-18,2016-03-19,,,,,11:00am,11:00am,,Expired,1102  CESAR CHAVEZ ST,78702,30.26042769,-97.73320259,3,"(30.26042769,-97.73320259)",2016-013579 SO
Advertising Sound Amplification,Rachael Ray's Feedback House,MARCH,2017,Within 600 ft of Residential,2017,,75,,,,10pm,10pm,,CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist,2017-03-18,2017-01-26,2017-03-09,,,,,,,,,,,,,,,362888,,,2017-03-16,,,,,,,3pm,3pm,,Expired,1102  CESAR CHAVEZ ST,78702,30.26042769,-97.73320259,3,"(30.26042769,-97.73320259)",2017-009942 SO
Advertising Sound Amplification,Rustic Tap SXSW 2016,MARCH,2016,Other,2016,,70,,,,,,Midnight,CBD - CENTRAL BUSINESS DISTRICT,2016-03-20,2016-02-03,2016-03-09,,,,,,,,,,,,,,,128828,,,2016-03-17,2016-03-18,2016-03-19,2016-03-20,,,,,,Noon,Expired,613  6TH ST,78701,30.26957943,-97.74917603,9,"(30.26957943,-97.74917603)",2016-011451 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2016,78,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-02-11,2016-03-09,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,624260,Yes,1660,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2016-014561 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-02-21,2017-03-10,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,3564869,Yes,1660,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2017-020247 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2018,See approved load cards,70,,,,,,,CBD,,2018-01-05,2018-01-31,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,3564869,Yes,6396,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2018-002197 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2019,See approved load cards,70,,,,,,,CBD,,2019-04-25,2019-06-01,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,3564869,Yes,6396,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2019-064190 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2020,See load cards,70,,,,,,,CBD,,2020-05-06,2020-06-16,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,3564869,Yes,6396,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2020-070621 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2021,See load cards,70,,,,,,,CBD,,2021-05-07,2021-06-16,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,3564869,Yes,6396,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2021-068138 SO
Outdoor Music Venue,RA Sushi,,,Warehouse District,2022,See load cards,70,,,,,,,CBD,,2022-05-20,2022-06-22,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,2AM,10AM,3564869,Yes,6396,,,,,,,,,,,Expired,117  4TH ST,78701,30.26633618,-97.74464956,9,"(30.26633618,-97.74464956)",2022-072733 SO
Advertising Sound Amplification,Hype Hotel,MARCH,2016,Other,2016,,85,,,,,,2:00am,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2016-03-20,2016-03-08,2016-03-15,,,,,,,,,,,,,,,401186,,,2016-03-14,2016-03-15,2016-03-16,2016-03-17,,,,,,10:00am,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2016-025684 SO
Advertising Sound Amplification,AT&T (DirectTV) Audience Network,MARCH,2016,Other,2016,,85,,,,,,1:00am,CBD - CENTRAL BUSINESS DISTRICT,2016-03-19,2016-02-02,2016-03-11,,,,,,,,,,,,,,,624674,,,2016-03-17,2016-03-18,2016-03-19,,,,,,,6:00pm,Expired,121  6TH ST,78701,30.26818978,-97.74396299,9,"(30.26818978,-97.74396299)",2016-010906 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2016,300,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-02-02,2016-03-09,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Expired,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2016-011031 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-03-01,2017-05-09,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Expired,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2017-024299 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2018,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-07-03,2018-08-07,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Expired,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2018-113153 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2019,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-07-29,2019-08-29,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Expired,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2019-158775 SO
Outdoor Music Venue,Barbarella,,,6th Street District,2021,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2021-07-29,2021-09-03,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,170994,No,2000,,,,,,,,,,,Expired,615  RED RIVER ST,78701,30.26715137,-97.73668429,9,"(30.26715137,-97.73668429)",2021-116482 SO
Outdoor Music Venue,Drinks Lounge,,,Within 600 ft of Residential,2016,54,70,,,,,,,CS-1 - LIQUOR SALES,,2016-02-04,2016-03-02,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,174980,No,817,,,,,,,,,,,Expired,2001  CESAR CHAVEZ ST,78702,30.25652851,-97.72323287,3,"(30.25652851,-97.72323287)",2016-012117 SO
Advertising Sound Amplification,Wells Fargo Together Experience,MARCH,2016,Other,2016,,85,,,,,,8:00pm,CBD - CENTRAL BUSINESS DISTRICT,2016-03-19,2016-02-04,,,,,,,,,,,,,,,,193132,,,2016-03-18,2016-03-19,,,,,,,,Noon,Pending,111  CONGRESS AVE,78701,30.26373894,-97.74365146,9,"(30.26373894,-97.74365146)",2016-012150 SO
Advertising Sound Amplification,Bike Texas / Lazarus Brewing SXSW,MARCH,2016,Within 600 ft of Residential,2016,,85,,,,11:00pm,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2016-03-18,2016-02-02,2016-03-10,,,,,,,,,,,,,,,562664,,,2016-03-18,,,,,,,11:00am,,,Expired,1902  6TH ST,78702,30.26169426,-97.72204767,3,"(30.26169426,-97.72204767)",2016-011203 SO
Advertising Sound Amplification,104 E 31ST ST UNIT B,MARCH,2017,Within 600 ft of Residential,2017,,75,,,,,7pm,,CS - GENERAL COMMERCIAL,2017-03-12,2017-03-10,2017-03-10,,,,,,,,,,,,,,,180354,,,2017-03-12,,,,,,,,11am,,Expired,104  31ST ST,78705,30.2951911,-97.73654794,9,"(30.2951911,-97.73654794)",2017-028899 SO
Advertising Sound Amplification,Texas Mist Metal Fest,MARCH,2016,Other,2016,,85,,,,,,2:00am,CS - GENERAL COMMERCIAL,2016-03-19,2016-02-03,,,,,,,,,,,,,,,,230541,,,2016-03-17,2016-03-18,2016-03-18,,,,,,,2:00pm,Pending,1115  BASTROP HWY SVRD,78742,30.22819264,-97.68083864,3,"(30.22819264,-97.68083864)",2016-011511 SO
Advertising Sound Amplification,Amplify Assembly at Austin Public,MARCH,2016,Within 600 ft of Residential,2016,,80,,,,9:00pm,,,P - PUBLIC,2016-03-08,2016-03-03,2016-03-04,,,,,,,,,,,,,,,123457,,,2016-03-08,,,,,,,6:00pm,,,Expired,1143  NORTHWESTERN AVE,78702,30.26940149,-97.71601851,1,"(30.26940149,-97.71601851)",2016-023440 SO
Advertising Sound Amplification,Penn Field Open House (Private Party),MARCH,2016,Within 600 ft of Residential,2016,,75,,,,,8:00pm,,CS - GENERAL COMMERCIAL,2016-03-16,2016-03-03,2016-03-14,,,,,,,,,,,,,,,1023230,,,2016-03-16,,,,,,,,5:00pm,,Expired,3601  CONGRESS AVE,78704,30.2268396,-97.76025496,3,"(30.2268396,-97.76025496)",2016-023655 SO
